ch1 ,ch2
0.058671233,0.075171236
0.058711234,0.075541245
0.058939527,0.075581246
0.059121244,0.075591246
0.059511054,0.076071058
0.059531054,0.076451068
0.059561056,0.076591072
0.059651057,0.076700874
0.059701879,0.07693346
0.059701964,0.07694088
0.059891884,0.07695088
0.059905146,0.077074933
0.060061888,0.077890703
0.060191891,0.077990706
0.060281954,0.078060709
0.060291894,0.078440517
0.060472518,0.07856134
0.060522588,0.079221157
0.060592521,0.079311159
0.060652523,0.079511164
0.060978311,0.079596125
0.060990498,0.080065937
0.061048312,0.08018594
0.061158115,0.080186139
0.061438942,0.080655951
0.061598946,0.080685952
0.061599322,0.080855757
0.061608946,0.080955759
0.062358765,0.081445771
0.062398766,0.081515773
0.062418168,0.081622372
0.062418766,0.082015525
0.06244465,0.082195682
0.06253959,0.082385594
0.062579591,0.082515398
0.062609592,0.082575399
0.063089404,0.082845406
0.063169406,0.082965409
0.063199406,0.082985409
0.063235368,0.083215415
0.06375922,0.083635225
0.063789221,0.08376523
0.0638093,0.084045236
0.064039227,0.08420504
0.064100049,0.084445045
0.064190051,0.084455046
0.064258514,0.084481966
0.064270058,0.084575049
0.064429857,0.085284866
0.064479858,0.085574873
0.064599861,0.085964683
0.064609862,0.086574498
0.065046472,0.087269475
0.065166475,0.087299475
0.065246277,0.087462466
0.06535628,0.087579282
0.065636287,0.088099295
0.065846292,0.088259099
0.065906293,0.088379102
0.065936294,0.088429103
0.066616111,0.088829114
0.066636112,0.088879115
0.066656112,0.088954603
0.066666112,0.089028918
0.067005921,0.089418928
0.067055922,0.089638934
0.067175925,0.089678934
0.067195925,0.089700736
0.067645937,0.090048744
0.067665937,0.090168747
0.067705747,0.09029875
0.067715738,0.090307123
0.068332161,0.090528755
0.068385481,0.091298575
0.068395758,0.09150838
0.068562524,0.091588382
0.068796385,0.092078394
0.068816386,0.092398202
0.069206396,0.092418202
0.069216396,0.092428203
0.069626206,0.092539026
0.069666207,0.092579027
0.069696208,0.092791772
0.069746209,0.092791862
0.070443437,0.093073803
0.070474062,0.093203802
0.070500987,0.093273803
0.070530988,0.093493809
0.070651286,0.094283628
0.070713036,0.094393631
0.070751813,0.094443632
0.071131623,0.094455415
0.071651636,0.094854797
0.071771439,0.094863442
0.07181144,0.095057059
0.071866893,0.095103448
0.072261451,0.095223451
0.072362433,0.095433457
0.072483007,0.095613261
0.072531457,0.096413081
0.072902532,0.097202901
0.072932626,0.097212901
0.072982089,0.097432906
0.07301209,0.097532909
0.073362919,0.097762914
0.073392926,0.097782915
0.073462721,0.097822916
0.073492722,0.097862917
0.073552724,0.098360375
0.073562724,0.098432731
0.073612725,0.098542734
0.073712727,0.098852541
0.074442546,0.098952544
0.074453585,0.099112548
0.074462546,0.099132548
0.074522547,0.099242551
0.074708811,0.099867326
0.074864075,0.099879363
0.074868336,0.099897327
0.074938337,0.099937328
0.075008339,0.100517142
0.075028339,0.100587144
0.075084977,0.100630264
0.075168143,0.100777148
0.07556842,0.100917152
0.075618154,0.101027155
0.075638155,0.10123716
0.075698157,0.101284657
0.076207969,0.101906976
0.076277991,0.101946977
0.076284294,0.102006979
0.076487976,0.10203329
0.076927787,0.102186783
0.076997788,0.102206784
0.07704779,0.102496791
0.077107791,0.102596794
0.077307796,0.102746797
0.077357798,0.102906601
0.077427799,0.102956603
0.077438644,0.103016604
0.077797608,0.10349285
0.077807609,0.103636619
0.077807708,0.103686621
0.07785761,0.103690935
0.078497426,0.104116431
0.078536685,0.104157434
0.078577428,0.104413822
0.078597428,0.104666245
0.078963217,0.104961212
0.078976064,0.104980509
0.07907323,0.105001213
0.079170757,0.105261219
0.079523031,0.105481024
0.079583032,0.105521025
0.079613033,0.105531026
0.079769901,0.105671029
0.079923041,0.106260682
0.079992843,0.106540851
0.080052844,0.106660854
0.080065097,0.106661072
0.080582857,0.107020663
0.080623845,0.107050895
0.080702867,0.107170666
0.08071286,0.107360671
0.081256708,0.107520675
0.081322675,0.107580677
0.081342676,0.107580776
0.081392677,0.107640678
0.081552681,0.107910485
0.081582682,0.107970486
0.081622483,0.108300494
0.081652484,0.108430497
0.082325008,0.109230317
0.082402502,0.109250318
0.082448163,0.109470525
0.082542305,0.109650128
0.082863134,0.109947943
0.083252943,0.109950135
0.083302945,0.110216162
0.083581818,0.110220142
0.083727915,0.110485728
0.083737915,0.110505729
0.083767916,0.110735734
0.083977921,0.110836896
0.084671089,0.111325549
0.084703816,0.111335549
0.084727739,0.111455552
0.084887543,0.111481934
0.085437558,0.111970112
0.085477558,0.112075368
0.085527559,0.112425376
0.085657562,0.112455377
0.085698184,0.112615381
0.085713842,0.112745184
0.085720303,0.112865187
0.085738185,0.112933078
0.086238197,0.113135194
0.0862618,0.113285198
0.086288206,0.113305198
0.086328199,0.113335199
0.086648007,0.113645007
0.086648696,0.113845011
0.086662887,0.113935014
0.08677801,0.113935312
0.087058017,0.114694832
0.08716802,0.114834836
0.087218021,0.114844836
0.087248022,0.114874837
0.087982964,0.115114843
0.08798784,0.115124843
0.08808583,0.115144844
0.088087844,0.115214645
0.088362609,0.115570387
0.088432611,0.115939623
0.088462612,0.116039425
0.08852988,0.116139428
0.089267717,0.116299432
0.089292432,0.116459436
0.089307178,0.116499437
0.089382434,0.116659441
0.089851753,0.117199254
0.089912248,0.117279256
0.090042251,0.11741926
0.090052251,0.117469261
0.090602265,0.117729067
0.090692067,0.117769068
0.090752068,0.117919072
0.090772069,0.117989073
0.091042075,0.118676505
0.09108208,0.118828895
0.091172079,0.118858895
0.09121208,0.1190289
0.091362904,0.119218904
0.091452706,0.119388708
0.091562709,0.119498711
0.091632711,0.119638714
0.09200272,0.120018724
0.092062721,0.120128527
0.092110833,0.120289966
0.092152723,0.120498536
0.092862541,0.121038349
0.092912542,0.12104835
0.092922542,0.121108351
0.093000881,0.121118351
0.093807324,0.121733126
0.093857325,0.122123136
0.093907126,0.122143136
0.094017129,0.122323142
0.094577143,0.122430333
0.0946196,0.122503965
0.094621185,0.122933776
0.094627144,0.123003778
0.095397784,0.12351359
0.095463404,0.123523591
0.095587588,0.123563592
0.095597589,0.123693595
0.095924939,0.124090816
0.095998316,0.124223408
0.096017599,0.124403412
0.096178643,0.124430592
0.096178636,0.124593417
0.096258426,0.124680214
0.096418229,0.12472121
0.09644823,0.124953426
0.096598234,0.125453238
0.096618234,0.125493052
0.096628235,0.125573241
0.096898241,0.125703245
0.097178048,0.12591305
0.097188048,0.12593305
0.097324222,0.126083054
0.097508056,0.126177389
0.097653724,0.126243058
0.09766806,0.12631306
0.097728062,0.126336498
0.097746291,0.126413062
0.098029895,0.126897834
0.098152832,0.127307844
0.098182832,0.127467648
0.098302836,0.127507649
0.099012653,0.127647652
0.099063536,0.127807656
0.099132656,0.127877658
0.099187341,0.128111665
0.099752472,0.128447472
0.099768483,0.128537474
0.099842474,0.128557475
0.099892475,0.128687478
0.100142481,0.129127289
0.100152481,0.129152869
0.100282485,0.129247292
0.100322485,0.129437297
0.1009023,0.129637302
0.100942301,0.129677303
0.100952301,0.130037111
0.101042303,0.130147115
0.101841804,0.130357119
0.101892124,0.130507123
0.101912125,0.130627126
0.101965549,0.130697128
0.102191932,0.130826931
0.102211932,0.131146867
0.102291934,0.131156939
0.102311935,0.13118694
0.102791947,0.131406946
0.102861948,0.131522429
0.102971751,0.1316441
0.103051753,0.131677521
0.103666728,0.131772534
0.104096538,0.131792535
0.104196541,0.131872537
0.104226542,0.131922538
0.104386546,0.132063362
0.104416546,0.132143364
0.104426547,0.132333369
0.10456635,0.132453172
0.104857177,0.132533173
0.104870376,0.132613175
0.10494718,0.132693177
0.104993499,0.132817815
0.105177186,0.13319319
0.10525043,0.133232991
0.105817001,0.133242991
0.105937005,0.133352994
0.106097008,0.133383815
0.10623099,0.133503818
0.106276813,0.133723824
0.106296813,0.133743824
0.106866828,0.133997216
0.106936829,0.134193635
0.10694683,0.134203635
0.10695683,0.134323639
0.10754377,0.134526718
0.107556645,0.134563644
0.107578366,0.134593645
0.107589211,0.134613645
0.107666647,0.134783649
0.10776665,0.13480365
0.10777665,0.134836275
0.107846452,0.134923453
0.108141418,0.135418425
0.10820142,0.135518427
0.10822142,0.135718232
0.108271422,0.135908237
0.108342244,0.136468251
0.108392417,0.136508052
0.10859225,0.136558054
0.108672052,0.136688056
0.109116216,0.13684806
0.109322068,0.136948062
0.109641876,0.137068066
0.109837312,0.137108066
0.109931883,0.137108887
0.110066504,0.137168888
0.110097415,0.13723889
0.110105154,0.137338692
0.110541698,0.137668701
0.110691702,0.137778703
0.110831705,0.137918707
0.110841706,0.137918796
0.111071711,0.138176189
0.111086201,0.138248515
0.111192965,0.138428519
0.111201765,0.138518522
0.111621525,0.13885853
0.111641525,0.13912834
0.111721527,0.13924834
0.111751528,0.13927834
0.112391344,0.139338342
0.112511347,0.139358343
0.112561348,0.139398343
0.112571348,0.139588348
0.113050387,0.140063119
0.113135031,0.140259112
0.113135301,0.14047313
0.113213164,0.14049313
0.113595933,0.140872939
0.113819169,0.14088294
0.11385594,0.141182947
0.113975948,0.141268691
0.114515762,0.141387619
0.114545757,0.141532756
0.114555758,0.141542756
0.11469576,0.141802762
0.114935766,0.142052768
0.114964619,0.142072769
0.114980667,0.14212277
0.115064446,0.142152771
0.115175772,0.14248258
0.115325576,0.142592582
0.115355577,0.142632583
0.115415578,0.142648956
0.115766145,0.142962591
0.115785588,0.142972591
0.116095395,0.143152396
0.116135396,0.143242398
0.116405505,0.143862214
0.116455404,0.143893064
0.116535406,0.143893257
0.116545406,0.144032218
0.117196152,0.144372226
0.117245223,0.144402227
0.117365226,0.144492229
0.117385227,0.144562231
0.117418105,0.144605089
0.117493738,0.144677813
0.11751101,0.145007821
0.117561011,0.145017821
0.118170826,0.145120158
0.118509574,0.145147825
0.118510636,0.145157825
0.118540774,0.145647637
0.11875064,0.145700603
0.118810379,0.145847642
0.118840642,0.145972917
0.118867642,0.146207651
0.119480458,0.146455783
0.119520461,0.146467457
0.119596506,0.146517458
0.119670463,0.146722411
0.119722754,0.146867467
0.119810466,0.147020032
0.119850467,0.147167274
0.120150275,0.147297278
0.120438845,0.14777729
0.120608223,0.147987095
0.120650287,0.148077097
0.120660287,0.148327103
0.120717758,0.148737114
0.12077111,0.148856916
0.120774922,0.14899692
0.120787319,0.149176988
0.121480928,0.149236926
0.121571326,0.149516933
0.121590931,0.149586734
0.12168095,0.149626735
0.122235706,0.150271711
0.122535713,0.150371713
0.122595515,0.150451515
0.122605515,0.150452553
0.12273927,0.150951528
0.122739356,0.150971528
0.122745519,0.151021529
0.122786989,0.151151532
0.123555339,0.151341337
0.12357534,0.151351337
0.123675342,0.151531342
0.123825353,0.151571343
0.124065351,0.152081155
0.124115352,0.152111156
0.124125354,0.152161158
0.124135353,0.152313229
0.124555163,0.152551167
0.124605165,0.152551255
0.124615165,0.152711171
0.124685167,0.152940977
0.125491782,0.153371051
0.125554988,0.153420989
0.125594989,0.153600993
0.12574696,0.153601115
0.125854796,0.154073661
0.125914805,0.154110806
0.125924798,0.154240809
0.126054801,0.154350812
0.126669276,0.154542224
0.126676643,0.154830624
0.126684063,0.154970627
0.126981533,0.155240634
0.127190409,0.155456219
0.127400414,0.155546221
0.127560218,0.155556221
0.127570218,0.155716225
0.128160232,0.156382242
0.128176759,0.156796052
0.128370037,0.15749587
0.128390038,0.157695874
0.128563646,0.15834167
0.128631685,0.15834569
0.128641685,0.158375691
0.128651685,0.158385691
0.129174093,0.158765501
0.1292015,0.158775501
0.129221499,0.158795501
0.129321502,0.158825502
0.129474691,0.158925505
0.129981402,0.159085509
0.129991318,0.159175511
0.130101321,0.159233266
0.130354707,0.159366336
0.130381328,0.159496139
0.130411329,0.159916149
0.130451329,0.159976151
0.130612154,0.160421125
0.130632154,0.160541367
0.130652155,0.160815972
0.130734444,0.160865973
0.130836935,0.160969391
0.13084278,0.160995976
0.130887474,0.161035977
0.130892781,0.161195781
0.131321884,0.161760754
0.131587558,0.161880557
0.13163756,0.161940491
0.131737561,0.16199056
0.131917566,0.162550574
0.131947567,0.162653199
0.132047569,0.162910383
0.132057569,0.163080387
0.13207839,0.163500198
0.13208839,0.163510198
0.132118391,0.163670202
0.132128392,0.163740203
0.132178025,0.163828367
0.132269215,0.163830206
0.132270138,0.16385295
0.132299216,0.163900207
0.13245902,0.164191035
0.13248902,0.164261037
0.132609024,0.164330838
0.132669025,0.164350839
0.133418843,0.164570844
0.133438844,0.164570953
0.133488845,0.164620845
0.133535196,0.164650846
0.133688851,0.164740849
0.13369885,0.164920853
0.133868855,0.165000855
0.133888855,0.165013799
0.13406866,0.165350663
0.13409866,0.165360664
0.134118661,0.165580669
0.134258664,0.16562067
0.134813637,0.165706452
0.135075318,0.165736453
0.135413452,0.165846455
0.135423452,0.165866456
0.135781976,0.166006259
0.135793262,0.166105998
0.135853263,0.166456271
0.135855513,0.166576273
0.136393277,0.16683608
0.136403277,0.167216089
0.136483079,0.167276091
0.13652308,0.167326092
0.137243098,0.167542061
0.137273098,0.167556098
0.137292899,0.167556489
0.137302899,0.167625899
0.137472904,0.168150543
0.137492904,0.168165913
0.137509265,0.16845572
0.137562906,0.168475721
0.138209555,0.168715727
0.138284353,0.168985733
0.138369625,0.169005734
0.138389061,0.169025734
0.139132545,0.169495546
0.139212546,0.169805553
0.13933255,0.169935557
0.13934255,0.169965558
0.139952365,0.170335367
0.139972365,0.170356188
0.139972905,0.170386188
0.139982365,0.170516191
0.140408155,0.170990962
0.140438156,0.17127097
0.140448163,0.17131097
0.140458157,0.171390972
0.141217976,0.171630978
0.141337979,0.171810783
0.141642824,0.171890785
0.141667787,0.172220793
0.141987795,0.172830608
0.141997795,0.172840608
0.142107798,0.173480424
0.142297603,0.173500425
0.142478427,0.173713612
0.142498428,0.174200242
0.14258843,0.174390247
0.142596292,0.174527409
0.142799256,0.174870259
0.142859257,0.174970061
0.142859442,0.175000062
0.14296926,0.175150065
0.143359069,0.175368968
0.143373454,0.175490074
0.143539074,0.175520075
0.143569074,0.175550075
0.143699078,0.175660898
0.14377908,0.175690899
0.143848882,0.176040708
0.143858882,0.176200712
0.144439717,0.176710524
0.144475253,0.177070533
0.144559719,0.177240537
0.144630476,0.177630347
0.145414975,0.178265122
0.145515122,0.178425126
0.145525124,0.178505128
0.145555124,0.178665132
0.145936689,0.178955139
0.145995134,0.179114943
0.146145138,0.179124944
0.146180955,0.179214946
0.146564948,0.179684957
0.14663495,0.179894762
0.146694952,0.179914763
0.146754953,0.179984765
0.14740477,0.180064767
0.14742477,0.180084767
0.147464771,0.18012983
0.147534773,0.180264772
0.147668097,0.180404775
0.147674776,0.180674782
0.147774778,0.180914588
0.14786321,0.18099459
0.148404594,0.1814046
0.148444596,0.181563847
0.148485498,0.181634406
0.148564598,0.181717375
0.14903441,0.181904412
0.149125275,0.181934413
0.149195168,0.181964414
0.149314417,0.182007916
0.149764228,0.18261423
0.149774228,0.182744233
0.149804229,0.182759791
0.149814229,0.182874236
0.1502492,0.183259005
0.150262234,0.183419009
0.150269199,0.18346901
0.1502992,0.18384902
0.150360049,0.184238829
0.150449824,0.18426883
0.150509826,0.184298831
0.150529826,0.184348133
0.150953735,0.184476481
0.150959837,0.18466884
0.15109984,0.184678841
0.151101063,0.184788897
0.151399648,0.184957379
0.151529651,0.184958647
0.151799658,0.184978648
0.151919661,0.185318656
0.152109465,0.185773874
0.152269469,0.185788468
0.152319471,0.185818468
0.152496522,0.185823039
0.152602221,0.185949292
0.152609478,0.185959292
0.152619297,0.186019294
0.152629478,0.18616259
0.152830304,0.186559107
0.152974018,0.186749112
0.152990107,0.186828222
0.153020108,0.186919116
0.153799927,0.187431371
0.153929931,0.187594054
0.154034317,0.187628934
0.154079934,0.187848939
0.15474471,0.187944721
0.154794575,0.188023553
0.154801785,0.188234529
0.154804712,0.188274529
0.155070635,0.189015168
0.155075545,0.189445178
0.155165555,0.189585182
0.155265543,0.189625183
0.155320184,0.190234998
0.155326985,0.190264999
0.155346986,0.190365001
0.155576992,0.190455004
0.156286809,0.190515825
0.15632681,0.190675629
0.156346812,0.190701956
0.156456813,0.190735631
0.156591265,0.190985955
0.156617638,0.191045638
0.156630142,0.191155641
0.156657639,0.191175641
0.157060295,0.191472864
0.157087449,0.191695454
0.157137451,0.192095464
0.157147451,0.192145465
0.157358276,0.192275269
0.157458279,0.19232527
0.157468279,0.192365271
0.157738752,0.192365447
0.158038096,0.192521648
0.158038748,0.192522296
0.158108095,0.192766101
0.158276734,0.192876104
0.158573066,0.192911897
0.158612867,0.192921884
0.15872287,0.192981886
0.159012877,0.193031687
0.159593012,0.193371696
0.159690601,0.193381696
0.159702694,0.193411697
0.159792696,0.193581701
0.160092703,0.193952889
0.160142705,0.193991511
0.16015472,0.194021512
0.160162705,0.194051513
0.160832521,0.194286184
0.160836158,0.194301519
0.160912523,0.194581526
0.160952524,0.194591526
0.161212331,0.195031337
0.161352334,0.195081339
0.161362481,0.195121339
0.161442337,0.195281343
0.16195215,0.196041162
0.16199215,0.196050479
0.162012151,0.196051423
0.162032151,0.196091163
0.162652167,0.196390971
0.162705303,0.196450972
0.162731969,0.196610976
0.162811971,0.196910983
0.163531788,0.197260792
0.163551789,0.197330794
0.16359179,0.197440797
0.163631791,0.197506245
0.163697572,0.198115572
0.163717573,0.198185574
0.163725734,0.198225575
0.163747574,0.198355578
0.164237585,0.198623273
0.164247586,0.198975394
0.164247802,0.198985394
0.164337388,0.198995394
0.164897402,0.1992454
0.164906123,0.199355403
0.164927403,0.199765213
0.165027405,0.199816101
0.165547218,0.200095222
0.16556524,0.200115222
0.165687221,0.200127058
0.165717222,0.200335227
0.166127032,0.20087853
0.166147033,0.201005044
0.166187034,0.201125047
0.166257037,0.201194849
0.166886851,0.201474856
0.166976853,0.201554858
0.167026854,0.20158486
0.16707577,0.201744862
0.167396864,0.20204467
0.167426865,0.202104671
0.167436865,0.202334677
0.167446889,0.202354677
0.168146683,0.202414679
0.16819898,0.202594683
0.168276685,0.202844489
0.168296686,0.203004493
0.168988096,0.203739271
0.169141466,0.203879274
0.169205041,0.203978865
0.169234551,0.204067822
0.169940614,0.204421111
0.1699613,0.20448909
0.170041288,0.20449909
0.170061089,0.204609092
0.170251093,0.2049191
0.170311095,0.205009102
0.170401097,0.205109105
